T,X,Y,Z,Rx,Ry,Rz
9459,0,232,-50,2071,54,-767
9461,0,-1271,-147,1722,197,-174
9463,0,257,-81,2235,163,-392
9465,0,58,-27,2132,174,-394
9467,0,103,-24,2191,77,-679
9469,0,232,-50,2071,54,-767
9471,0,-1271,-147,1722,197,-174
9473,0,257,-81,2235,163,-392
9475,0,58,-27,2132,174,-394
9477,0,103,-24,2191,77,-679
9479,0,232,-50,2071,54,-767
9481,0,-1271,-147,1722,197,-174
9483,0,257,-81,2235,163,-392
9485,0,58,-27,2132,174,-394
9487,0,103,-24,2191,77,-679
9489,0,232,-50,2071,54,-767
9491,0,-1271,-147,1722,197,-174
9493,0,257,-81,2235,163,-392
9495,0,58,-27,2132,174,-394
9497,0,103,-24,2191,77,-679
9499,0,232,-50,2071,54,-767
9501,0,-1271,-147,1722,197,-174
9503,0,257,-81,2235,163,-392
9505,0,58,-27,2132,174,-394
9507,0,103,-24,2191,77,-679
9509,0,232,-50,2071,54,-767
9511,0,-1271,-147,1722,197,-174
9513,0,257,-81,2235,163,-392
9515,0,58,-27,2132,174,-394
95
9519,0,232,-50,2071,54,-767
9521,0,-1271,-147,1722,197,-174
9523,0,257,-81,2235,163,-392
9525,0,58,-27,2132,174,-394
9527,0,103,-24,2191,77,-679
9529,0,232,-50,2071,54,-767
9531,0,-1271,-147,1722,197,-174
9533,0,257,-81,2235,163,-392
9535,0,58,-27,2132,174,-394
9537,0,103,-24,2191,77,-679
9539,0,232,-50,2071,54,-767
9541,0,-1271,-147,1722,197,-174
9543,0,257,-81,2235,163,-392
9545,0,58,-27,2132,174,-394
9547,0,103,-24,2191,77,-679
9549,0,232,-50,2071,54,-767
9551,0,-1271,-147,1722,197,-174
9553,0,257,-81,2235,163,-392
9555,0,58,-27,2132,174,-394
9557,0,103,-24,2191,77,-679
9559,0,232,-50,2071,54,-767
9561,0,-1271,-147,1722,197,-174
9563,0,257,-81,2235,163,-392
9565,0,58,-27,2132,174,-394
9567,0,103,-24,2191,77,-679
9569,0,232,-50,2071,54,-767
9571,0,-1271,-147,1722,197,-174
9573,0,257,-81,2235,163,-392
9575,0,58,-27,2132,174,-394
9577,0,103,-24,2191,77,-679
9579,0,232,-50,2071,54,-767
9581,0,-1271,-147,1722,197,-174
9583,0,257,-81,2235,163,-392
9585,0,58,-27,2132,174,-394
95
9589,0,232,-50,2071,54,-767
9591,0,-1271,-147,1722,197,-174
9593,0,257,-81,2235,163,-392
9595,0,58,-27,2132,174,-394
9597,0,103,-24,2191,77,-679
9599,0,232,-50,2071,54,-767
9601,0,-1271,-147,1722,197,-174
9603,0,257,-81,2235,163,-392
9605,0,58,-27,2132,174,-394
9607,0,103,-24,2191,77,-679
9609,0,232,-50,2071,54,-767
9611,0,-1271,-147,1722,197,-174
9613,0,257,-81,2235,163,-392
9615,0,58,-27,2132,174,-394
9617,0,103,-24,2191,77,-679
9619,0,232,-50,2071,54,-767
9621,0,-1271,-147,1722,197,-174
9623,0,257,-81,2235,163,-392
9625,0,58,-27,2132,174,-394
9627,0,103,-24,2191,77,-679
9629,0,232,-50,2071,54,-767
9631,0,-1271,-147,1722,197,-174
9633,0,257,-81,2235,163,-392
9635,0,58,-27,2132,174,-394
9637,0,103,-24,2191,77,-679
9639,0,232,-50,2071,54,-767
9641,0,-1271,-147,1722,197,-174
9643,0,257,-81,2235,163,-392
9645,0,58,-27,2132,174,-394
9647,0,103,-24,2191,77,-679
9649,0,232,-50,2071,54,-767
9651,0,-1271,-147,1722,197,-174
9653,0,257,-81,2235,163,-392
9655,0,58,-27,2132,174,-394
96
9659,0,232,-50,2071,54,-767
9661,0,-1271,-147,1722,197,-174
9663,0,257,-81,2235,163,-392
9665,0,58,-27,2132,174,-394
9667,0,103,-24,2191,77,-679
9669,0,232,-50,2071,54,-767
9671,0,-1271,-147,1722,197,-174
9673,0,257,-81,2235,163,-392
9675,0,58,-27,2132,174,-394
9677,0,103,-24,2191,77,-679
9679,0,232,-50,2071,54,-767
9681,0,-1271,-147,1722,197,-174
9683,0,257,-81,2235,163,-392
9685,0,58,-27,2132,174,-394
9687,0,103,-24,2191,77,-679
9689,0,232,-50,2071,54,-767
9691,0,-1271,-147,1722,197,-174
9693,0,257,-81,2235,163,-392
9695,0,58,-27,2132,174,-394
9697,0,103,-24,2191,77,-679
9699,0,232,-50,2071,54,-767
9701,0,-1271,-147,1722,197,-174
9703,0,257,-81,2235,163,-392
9705,0,58,-27,2132,174,-394
9707,0,103,-24,2191,77,-679
9709,0,232,-50,2071,54,-767
9711,0,-1271,-147,1722,197,-174
9713,0,257,-81,2235,163,-392
9715,0,58,-27,2132,174,-394
9717,0,103,-24,2191,77,-679
9719,0,232,-50,2071,54,-767
9721,0,-1271,-147,1722,197,-174
9723,0,257,-81,2235,163,-392
9725,0,58,-27,2132,174,-394
97
9729,0,232,-50,2071,54,-767
9731,0,-1271,-147,1722,197,-174
9733,0,257,-81,2235,163,-392
9735,0,58,-27,2132,174,-394
9737,0,103,-24,2191,77,-679
9739,0,232,-50,2071,54,-767
9741,0,-1271,-147,1722,197,-174
9743,0,257,-81,2235,163,-392
9745,0,58,-27,2132,174,-394
9747,0,103,-24,2191,77,-679
9749,0,232,-50,2071,54,-767
9751,0,-1271,-147,1722,197,-174
9753,0,257,-81,2235,163,-392
9755,0,58,-27,2132,174,-394
9757,0,103,-24,2191,77,-679
9759,0,232,-50,2071,54,-767
9761,0,-1271,-147,1722,197,-174
9763,0,257,-81,2235,163,-392
9765,0,58,-27,2132,174,-394
9767,0,103,-24,2191,77,-679
9769,0,232,-50,2071,54,-767
9771,0,-1271,-147,1722,197,-174
9773,0,257,-81,2235,163,-392
9775,0,58,-27,2132,174,-394
9777,0,103,-24,2191,77,-679
9779,0,232,-50,2071,54,-767
9781,0,-1271,-147,1722,197,-174
9783,0,257,-81,2235,163,-392
9785,0,58,-27,2132,174,-394
9787,0,103,-24,2191,77,-679
9789,0,232,-50,2071,54,-767
9791,0,-1271,-147,1722,197,-174
9793,0,257,-81,2235,163,-392
9795,0,58,-27,2132,174,-394
97
9799,0,232,-50,2071,54,-767
9801,0,-1271,-147,1722,197,-174
9803,0,257,-81,2235,163,-392
9805,0,58,-27,2132,174,-394
9807,0,103,-24,2191,77,-679
9809,0,232,-50,2071,54,-767
9811,0,-1271,-147,1722,197,-174
9813,0,257,-81,2235,163,-392
9815,0,58,-27,2132,174,-394
9817,0,103,-24,2191,77,-679
9819,0,232,-50,2071,54,-767
9821,0,-1271,-147,1722,197,-174
9823,0,257,-81,2235,163,-392
9825,0,58,-27,2132,174,-394
9827,0,103,-24,2191,77,-679
9829,0,232,-50,2071,54,-767
9831,0,-1271,-147,1722,197,-174
9833,0,257,-81,2235,163,-392
9835,0,58,-27,2132,174,-394
9837,0,103,-24,2191,77,-679
9839,0,232,-50,2071,54,-767
9841,0,-1271,-147,1722,197,-174
9843,0,257,-81,2235,163,-392
9845,0,58,-27,2132,174,-394
9847,0,103,-24,2191,77,-679
9849,0,232,-50,2071,54,-767
9851,0,-1271,-147,1722,197,-174
9853,0,257,-81,2235,163,-392
9855,0,58,-27,2132,174,-394
9857,0,103,-24,2191,77,-679
9859,0,232,-50,2071,54,-767
9861,0,-1271,-147,1722,197,-174
9863,0,257,-81,2235,163,-392
9865,0,58,-27,2132,174,-394
98
9869,0,232,-50,2071,54,-767
9871,0,-1271,-147,1722,197,-174
9873,0,257,-81,2235,163,-392
9875,0,58,-27,2132,174,-394
9877,0,103,-24,2191,77,-679
9879,0,232,-50,2071,54,-767
9881,0,-1271,-147,1722,197,-174
9883,0,257,-81,2235,163,-392
9885,0,58,-27,2132,174,-394
9887,0,103,-24,2191,77,-679
9889,0,232,-50,2071,54,-767
9891,0,-1271,-147,1722,197,-174
9893,0,257,-81,2235,163,-392
9895,0,58,-27,2132,174,-394
9897,0,103,-24,2191,77,-679
9899,0,232,-50,2071,54,-767
9901,0,-1271,-147,1722,197,-174
9903,0,257,-81,2235,163,-392
9905,0,58,-27,2132,174,-394
9907,0,103,-24,2191,77,-679
9909,0,232,-50,2071,54,-767
9911,0,-1271,-147,1722,197,-174
9913,0,257,-81,2235,163,-392
9915,0,58,-27,2132,174,-394
9917,0,103,-24,2191,77,-679
9919,0,232,-50,2071,54,-767
9921,0,-1271,-147,1722,197,-174
9923,0,257,-81,2235,163,-392
9925,0,58,-27,2132,174,-394
9927,0,103,-24,2191,77,-679
9929,0,232,-50,2071,54,-767
9931,0,-1271,-147,1722,197,-174
9933,0,257,-81,2235,163,-392
9935,0,58,-27,2132,174,-394
99
9939,0,232,-50,2071,54,-767
9941,0,-1271,-147,1722,197,-174
9943,0,257,-81,2235,163,-392
9945,0,58,-27,2132,174,-394
9947,0,103,-24,2191,77,-679
9949,0,232,-50,2071,54,-767
9951,0,-1271,-147,1722,197,-174
9953,0,257,-81,2235,163,-392
9955,0,58,-27,2132,174,-394
9957,0,103,-24,2191,77,-679
9959,0,232,-50,2071,54,-767
9961,0,-1271,-147,1722,197,-174
9963,0,257,-81,2235,163,-392
9965,0,58,-27,2132,174,-394
9967,0,103,-24,2191,77,-679
9969,0,232,-50,2071,54,-767
9971,0,-1271,-147,1722,197,-174
9973,0,257,-81,2235,163,-392
9975,0,58,-27,2132,174,-394
9977,0,103,-24,2191,77,-679
9979,0,232,-50,2071,54,-767
9981,0,-1271,-147,1722,197,-174
9983,0,257,-81,2235,163,-392
9985,0,58,-27,2132,174,-394
9987,0,103,-24,2191,77,-679
9989,0,232,-50,2071,54,-767
9991,0,-1271,-147,1722,197,-174
9993,0,257,-81,2235,163,-392
9995,0,58,-27,2132,174,-394
9997,0,103,-24,2191,77,-679
9999,0,232,-50,2071,54,-767
10001,0,-1271,-147,1722,197,-174
10003,0,257,-81,2235,163,-392
10005,0,58,-27,2132,174,-39410007,0,103,-24,2191,77,-679
10009,0,232,-50,2071,54,-767
10011,0,-1271,-147,1722,197,-174
10013,0,257,-81,2235,163,-392
10015,0,58,-27,2132,174,-394
10017,0,103,-24,2191,77,-679
10019,0,232,-50,2071,54,-767
10021,0,-1271,-147,1722,197,-174
10023,0,257,-81,2235,163,-392
10025,0,58,-27,2132,174,-394
10027,0,103,-24,2191,77,-679
10029,0,232,-50,2071,54,-767
10031,0,-1271,-147,1722,197,-174
10033,0,257,-81,2235,163,-392
10035,0,58,-27,2132,174,-394
10037,0,103,-24,2191,77,-679
10039,0,232,-50,2
10041,0,-1271,-147,1722,197,-174
10043,0,257,-81,2235,163,-392
10045,0,58,-27,2132,174,-394
10047,0,103,-24,2191,77,-679
10049,0,232,-50,2071,54,-767
10051,0,-1271,-147,1722,197,-174
10053,0,257,-81,2235,163,-392
10055,0,58,-27,2132,174,-394
10057,0,103,-24,2191,77,-679
10059,0,232,-50,2071,54,-767
10061,0,-1271,-147,1722,197,-174
10063,0,257,-81,2235,163,-392
10065,0,58,-27,2132,174,-394
10067,0,103,-24,2191,77,-679
10069,0,232,-50,2071,54,-767
10071,0,-1271,-147,1722,197,-174
10073,0,257
10075,0,58,-27,2132,174,-394
10077,0,103,-24,2191,77,-679
10079,0,232,-50,2071,54,-767
10081,0,-1271,-147,1722,197,-174
10083,0,257,-81,2235,163,-392
10085,0,58,-27,2132,174,-394
10087,0,103,-24,2191,77,-679
10089,0,232,-50,2071,54,-767
10091,0,-1271,-147,1722,197,-174
10093,0,257,-81,2235,163,-392
10095,0,58,-27,2132,174,-394
10097,0,103,-24,2191,77,-679
10099,0,232,-50,2071,54,-767
10101,0,-1271,-147,1722,197,-174
10103,0,257,-81,2235,163,-392
10105,0,58,-27,2132,174,-394
10107,0,103,-24
10109,0,232,-50,2071,54,-767
10111,0,-1271,-147,1722,197,-174
10113,0,257,-81,2235,163,-392
10115,0,58,-27,2132,174,-394
10117,0,103,-24,2191,77,-679
10119,0,232,-50,2071,54,-767
10121,0,-1271,-147,1722,197,-174
10123,0,257,-81,2235,163,-392
10125,0,58,-27,2132,174,-394
10127,0,103,-24,2191,77,-679
10129,0,232,-50,2071,54,-767
10131,0,-1271,-147,1722,197,-174
10133,0,257,-81,2235,163,-392
10135,0,58,-27,2132,174,-394
10137,0,103,-24,2191,77,-679
10139,0,232,-50,2071,54,-767
10141,0,-1271,-
10143,0,257,-81,2235,163,-392
10145,0,58,-27,2132,174,-394
10147,0,103,-24,2191,77,-679
10149,0,232,-50,2071,54,-767
10151,0,-1271,-147,1722,197,-174
10153,0,257,-81,2235,163,-392
10155,0,58,-27,2132,174,-394
10157,0,103,-24,2191,77,-679
10159,0,232,-50,2071,54,-767
10161,0,-1271,-147,1722,197,-174
10163,0,257,-81,2235,163,-392
10165,0,58,-27,2132,174,-394
10167,0,103,-24,2191,77,-679
10169,0,232,-50,2071,54,-767
10171,0,-1271,-147,1722,197,-174
10173,0,257,-81,2235,163,-392
10175,0,58,-27
10177,0,103,-24,2191,77,-679
10179,0,232,-50,2071,54,-767
10181,0,-1271,-147,1722,197,-174
10183,0,257,-81,2235,163,-392
10185,0,58,-27,2132,174,-394
10187,0,103,-24,2191,77,-679
10189,0,232,-50,2071,54,-767
10191,0,-1271,-147,1722,197,-174
10193,0,257,-81,2235,163,-392
10195,0,58,-27,2132,174,-394
10197,0,103,-24,2191,77,-679
10199,0,232,-50,2071,54,-767
10201,0,-1271,-147,1722,197,-174
10203,0,257,-81,2235,163,-392
10205,0,58,-27,2132,174,-394
10207,0,103,-24,2191,77,-679
10209,0,232,-50
10211,0,-1271,-147,1722,197,-174
10213,0,257,-81,2235,163,-392
10215,0,58,-27,2132,174,-394
10217,0,103,-24,2191,77,-679
10219,0,232,-50,2071,54,-767
10221,0,-1271,-147,1722,197,-174
10223,0,257,-81,2235,163,-392
10225,0,58,-27,2132,174,-394
10227,0,103,-24,2191,77,-679
10229,0,232,-50,2071,54,-767
10231,0,-1271,-147,1722,197,-174
10233,0,257,-81,2235,163,-392
10235,0,58,-27,2132,174,-394
10237,0,103,-24,2191,77,-679
10239,0,232,-50,2071,54,-767
10241,0,-1271,-147,1722,197,-174
10243,0,257
10245,0,58,-27,2132,174,-394
10247,0,103,-24,2191,77,-679
10249,0,232,-50,2071,54,-767
10251,0,-1271,-147,1722,197,-174
10253,0,257,-81,2235,163,-392
10255,0,58,-27,2132,174,-394
10257,0,103,-24,2191,77,-679
10259,0,232,-50,2071,54,-767
10261,0,-1271,-147,1722,197,-174
10263,0,257,-81,2235,163,-392
10265,0,58,-27,2132,174,-394
10267,0,103,-24,2191,77,-679
10269,0,232,-50,2071,54,-767
10271,0,-1271,-147,1722,197,-174
10273,0,257,-81,2235,163,-392
10275,0,58,-27,2132,174,-394
10277,0,103,-24
10279,0,232,-50,2071,54,-767
10281,0,-1271,-147,1722,197,-174
10283,0,257,-81,2235,163,-392
10285,0,58,-27,2132,174,-394
10287,0,103,-24,2191,77,-679
10289,0,232,-50,2071,54,-767
10291,0,-1271,-147,1722,197,-174
10293,0,257,-81,2235,163,-392
10295,0,58,-27,2132,174,-394
10297,0,103,-24,2191,77,-679
10299,0,232,-50,2071,54,-767
10301,0,-1271,-147,1722,197,-174
10303,0,257,-81,2235,163,-392
10305,0,58,-27,2132,174,-394
10307,0,103,-24,2191,77,-679
10309,0,232,-50,2071,54,-767
10311,0,-1271,-
10313,0,257,-81,2235,163,-392
10315,0,58,-27,2132,174,-394
10317,0,103,-24,2191,77,-679
10319,0,232,-50,2071,54,-767
10321,0,-1271,-147,1722,197,-174
10323,0,257,-81,2235,163,-392
10325,0,58,-27,2132,174,-394
10327,0,103,-24,2191,77,-679
10329,0,232,-50,2071,54,-767
10331,0,-1271,-147,1722,197,-174
10333,0,257,-81,2235,163,-392
10335,0,58,-27,2132,174,-394
10337,0,103,-24,2191,77,-679
10339,0,232,-50,2071,54,-767
10341,0,-1271,-147,1722,197,-174
10343,0,257,-81,2235,163,-392
10345,0,58,-27
10347,0,103,-24,2191,77,-679
10349,0,232,-50,2071,54,-767
10351,0,-1271,-147,1722,197,-174
10353,0,257,-81,2235,163,-392
10355,0,58,-27,2132,174,-394
10357,0,103,-24,2191,77,-679
10359,0,232,-50,2071,54,-767
10361,0,-1271,-147,1722,197,-174
10363,0,257,-81,2235,163,-392
10365,0,58,-27,2132,174,-394
10367,0,103,-24,2191,77,-679
10369,0,232,-50,2071,54,-767
10371,0,-1271,-147,1722,197,-174
10373,0,257,-81,2235,163,-392
10375,0,58,-27,2132,174,-394
10377,0,103,-24,2191,77,-679
10379,0,232,-50
10381,0,-1271,-147,1722,197,-174
10383,0,257,-81,2235,163,-392
10385,0,58,-27,2132,174,-394
10387,0,103,-24,2191,77,-679
10389,0,232,-50,2071,54,-767
10391,0,-1271,-147,1722,197,-174
10393,0,257,-81,2235,163,-392
10395,0,58,-27,2132,174,-394
10397,0,103,-24,2191,77,-679
10399,0,232,-50,2071,54,-767
10401,0,-1271,-147,1722,197,-174
10403,0,257,-81,2235,163,-392
10405,0,58,-27,2132,174,-394
10407,0,103,-24,2191,77,-679
10409,0,232,-50,2071,54,-767
10411,0,-1271,-147,1722,197,-174
10413,0,257
10415,0,58,-27,2132,174,-394
10417,0,103,-24,2191,77,-679
10419,0,232,-50,2071,54,-767
10421,0,-1271,-147,1722,197,-174
10423,0,257,-81,2235,163,-392
10425,0,58,-27,2132,174,-394
10427,0,103,-24,2191,77,-679
10429,0,232,-50,2071,54,-767
10431,0,-1271,-147,1722,197,-174
10433,0,257,-81,2235,163,-392
10435,0,58,-27,2132,174,-394
10437,0,103,-24,2191,77,-679
10439,0,232,-50,2071,54,-767
10441,0,-1271,-147,1722,197,-174
10443,0,257,-81,2235,163,-392
10445,0,58,-27,2132,174,-394
10447,0,103,-24
10449,0,232,-50,2071,54,-767
10451,0,-1271,-147,1722,197,-174
10453,0,257,-81,2235,163,-392
10455,0,58,-27,2132,174,-394
10457,0,103,-24,2191,77,-679
10459,0,232,-50,2071,54,-767
10461,0,-1271,-147,1722,197,-174
10463,0,257,-81,2235,163,-392
10465,0,58,-27,2132,174,-394
10467,0,103,-24,2191,77,-679
10469,0,232,-50,2071,54,-767
10471,0,-1271,-147,1722,197,-174
10473,0,257,-81,2235,163,-392
10475,0,58,-27,2132,174,-394
10477,0,103,-24,2191,77,-679
10479,0,232,-50,2071,54,-767
10481,0,-1271,-
10483,0,257,-81,2235,163,-392
10485,0,58,-27,2132,174,-394
10487,0,103,-24,2191,77,-679
10489,0,232,-50,2071,54,-767
10491,0,-1271,-147,1722,197,-174
10493,0,257,-81,2235,163,-392
10495,0,58,-27,2132,174,-394
10497,0,103,-24,2191,77,-679
10499,0,232,-50,2071,54,-767
10501,0,-1271,-147,1722,197,-174
10503,0,257,-81,2235,163,-392
10505,0,58,-27,2132,174,-394
10507,0,103,-24,2191,77,-679
10509,0,232,-50,2071,54,-767
10511,0,-1271,-147,1722,197,-174
10513,0,257,-81,2235,163,-392
10515,0,58,-27
10517,0,103,-24,2191,77,-679
10519,0,232,-50,2071,54,-767
10521,0,-1271,-147,1722,197,-174
10523,0,257,-81,2235,163,-392
10525,0,58,-27,2132,174,-394
10527,0,103,-24,2191,77,-679
10529,0,232,-50,2071,54,-767
10531,0,-1271,-147,1722,197,-174
10533,0,257,-81,2235,163,-392
10535,0,58,-27,2132,174,-394
10537,0,103,-24,2191,77,-679
10539,0,232,-50,2071,54,-767
10541,0,-1271,-147,1722,197,-174
10543,0,257,-81,2235,163,-392
10545,0,58,-27,2132,174,-394
10547,0,103,-24,2191,77,-679
10549,0,232,-50
10551,0,-1271,-147,1722,197,-174
10553,0,257,-81,2235,163,-392
10555,0,58,-27,2132,174,-394
10557,0,103,-24,2191,77,-679
10559,0,232,-50,2071,54,-767
10561,0,-1271,-147,1722,197,-174
10563,0,257,-81,2235,163,-392
10565,0,58,-27,2132,174,-394
10567,0,103,-24,2191,77,-679
10569,0,232,-50,2071,54,-767
10571,0,-1271,-147,1722,197,-174
10573,0,257,-81,2235,163,-392
10575,0,58,-27,2132,174,-394
10577,0,103,-24,2191,77,-679
10579,0,232,-50,2071,54,-767
10581,0,-1271,-147,1722,197,-174
10583,0,257
10585,0,58,-27,2132,174,-394
10587,0,103,-24,2191,77,-679
10589,0,232,-50,2071,54,-767
10591,0,-1271,-147,1722,197,-174
10593,0,257,-81,2235,163,-392
10595,0,58,-27,2132,174,-394
10597,0,103,-24,2191,77,-679
10599,0,232,-50,2071,54,-767
10601,0,-1271,-147,1722,197,-174
10603,0,257,-81,2235,163,-392
10605,0,58,-27,2132,174,-394
10607,0,103,-24,2191,77,-679
10609,0,232,-50,2071,54,-767
10611,0,-1271,-147,1722,197,-174
10613,0,257,-81,2235,163,-392
10615,0,58,-27,2132,174,-394
10617,0,103,-24
10619,0,232,-50,2071,54,-767
10621,0,-1271,-147,1722,197,-174
10623,0,257,-81,2235,163,-392
10625,0,58,-27,2132,174,-394
10627,0,103,-24,2191,77,-679
10629,0,232,-50,2071,54,-767
10631,0,-1271,-147,1722,197,-174
10633,0,257,-81,2235,163,-392
10635,0,58,-27,2132,174,-394
10637,0,103,-24,2191,77,-679
10639,0,232,-50,2071,54,-767
10641,0,-1271,-147,1722,197,-174
10643,0,257,-81,2235,163,-392
10645,0,58,-27,2132,174,-394
10647,0,103,-24,2191,77,-679
10649,0,232,-50,2071,54,-767
10651,0,-1271,-
10653,0,257,-81,2235,163,-392
10655,0,58,-27,2132,174,-394
10657,0,103,-24,2191,77,-679
10659,0,232,-50,2071,54,-767
10661,0,-1271,-147,1722,197,-174
10663,0,257,-81,2235,163,-392
10665,0,58,-27,2132,174,-394
10667,0,103,-24,2191,77,-679
10669,0,232,-50,2071,54,-767
10671,0,-1271,-147,1722,197,-174
10673,0,257,-81,2235,163,-392
10675,0,58,-27,2132,174,-394
10677,0,103,-24,2191,77,-679
10679,0,232,-50,2071,54,-767
10681,0,-1271,-147,1722,197,-174
10683,0,257,-81,2235,163,-392
10685,0,58,-27
10687,0,103,-24,2191,77,-679
10689,0,232,-50,2071,54,-767
10691,0,-1271,-147,1722,197,-174
10693,0,257,-81,2235,163,-392
10695,0,58,-27,2132,174,-394
10697,0,103,-24,2191,77,-679
10699,0,232,-50,2071,54,-767
10701,0,-1271,-147,1722,197,-174
10703,0,257,-81,2235,163,-392
10705,0,58,-27,2132,174,-394
10707,0,103,-24,2191,77,-679
10709,0,232,-50,2071,54,-767
10711,0,-1271,-147,1722,197,-174
10713,0,257,-81,2235,163,-392
10715,0,58,-27,2132,174,-394
10717,0,103,-24,2191,77,-679
10719,0,232,-50
10721,0,-1271,-147,1722,197,-174
10723,0,257,-81,2235,163,-392
10725,0,58,-27,2132,174,-394
10727,0,103,-24,2191,77,-679
10729,0,232,-50,2071,54,-767
10731,0,-1271,-147,1722,197,-174
10733,0,257,-81,2235,163,-392
10735,0,58,-27,2132,174,-394
10737,0,103,-24,2191,77,-679
10739,0,232,-50,2071,54,-767
10741,0,-1271,-147,1722,197,-174
10743,0,257,-81,2235,163,-392
10745,0,58,-27,2132,174,-394
10747,0,103,-24,2191,77,-679
10749,0,232,-50,2071,54,-767
10751,0,-1271,-147,1722,197,-174
10753,0,257
10755,0,58,-27,2132,174,-394
10757,0,103,-24,2191,77,-679
10759,0,232,-50,2071,54,-767
10761,0,-1271,-147,1722,197,-174
10763,0,257,-81,2235,163,-392
10765,0,58,-27,2132,174,-394
10767,0,103,-24,2191,77,-679
10769,0,232,-50,2071,54,-767
10771,0,-1271,-147,1722,197,-174
10773,0,257,-81,2235,163,-392
10775,0,58,-27,2132,174,-394
10777,0,103,-24,2191,77,-679
10779,0,232,-50,2071,54,-767
10781,0,-1271,-147,1722,197,-174
10783,0,257,-81,2235,163,-392
10785,0,58,-27,2132,174,-394
10787,0,103,-24
10789,0,232,-50,2071,54,-767
10791,0,-1271,-147,1722,197,-174
10793,0,257,-81,2235,163,-392
10795,0,58,-27,2132,174,-394
10797,0,103,-24,2191,77,-679
10799,0,232,-50,2071,54,-767
10801,0,-1271,-147,1722,197,-174
10803,0,257,-81,2235,163,-392
10805,0,58,-27,2132,174,-394
10807,0,103,-24,2191,77,-679
10809,0,232,-50,2071,54,-767
10811,0,-1271,-147,1722,197,-174
10813,0,257,-81,2235,163,-392
10815,0,58,-27,2132,174,-394
10817,0,103,-24,2191,77,-679
10819,0,232,-50,2071,54,-767
10821,0,-1271,-
10823,0,257,-81,2235,163,-392
10825,0,58,-27,2132,174,-394
10827,0,103,-24,2191,77,-679
10829,0,232,-50,2071,54,-767
10831,0,-1271,-147,1722,197,-174
10833,0,257,-81,2235,163,-392
10835,0,58,-27,2132,174,-394
10837,0,103,-24,2191,77,-679
10839,0,232,-50,2071,54,-767
10841,0,-1271,-147,1722,197,-174
10843,0,257,-81,2235,163,-392
10845,0,58,-27,2132,174,-394
10847,0,103,-24,2191,77,-679
10849,0,232,-50,2071,54,-767
10851,0,-1271,-147,1722,197,-174
10853,0,257,-81,2235,163,-392
10855,0,58,-27
10857,0,103,-24,2191,77,-679
10859,0,232,-50,2071,54,-767
10861,0,-1271,-147,1722,197,-174
10863,0,257,-81,2235,163,-392
10865,0,58,-27,2132,174,-394
10867,0,103,-24,2191,77,-679
10869,0,232,-50,2071,54,-767
10871,0,-1271,-147,1722,197,-174
10873,0,257,-81,2235,163,-392
10875,0,58,-27,2132,174,-394
10877,0,103,-24,2191,77,-679
10879,0,232,-50,2071,54,-767
10881,0,-1271,-147,1722,197,-174
10883,0,257,-81,2235,163,-392
10885,0,58,-27,2132,174,-394
10887,0,103,-24,2191,77,-679
10889,0,232,-50
10891,0,-1271,-147,1722,197,-174
10893,0,257,-81,2235,163,-392
10895,0,58,-27,2132,174,-394
10897,0,103,-24,2191,77,-679
10899,0,232,-50,2071,54,-767
10901,0,-1271,-147,1722,197,-174
10903,0,257,-81,2235,163,-392
10905,0,58,-27,2132,174,-394
10907,0,103,-24,2191,77,-679
10909,0,232,-50,2071,54,-767
10911,0,-1271,-147,1722,197,-174
10913,0,257,-81,2235,163,-392
10915,0,58,-27,2132,174,-394
10917,0,103,-24,2191,77,-679
10919,0,232,-50,2071,54,-767
10921,0,-1271,-147,1722,197,-174
10923,0,257
10925,0,58,-27,2132,174,-394
10927,0,103,-24,2191,77,-679
10929,0,232,-50,2071,54,-767
10931,0,-1271,-147,1722,197,-174
10933,0,257,-81,2235,163,-392
10935,0,58,-27,2132,174,-394
10937,0,103,-24,2191,77,-679
10939,0,232,-50,2071,54,-767
10941,0,-1271,-147,1722,197,-174
10943,0,257,-81,2235,163,-392
10945,0,58,-27,2132,174,-394
10947,0,103,-24,2191,77,-679
10949,0,232,-50,2071,54,-767
10951,0,-1271,-147,1722,197,-174
10953,0,257,-81,2235,163,-392
10955,0,58,-27,2132,174,-394
10957,0,103,-24
10959,0,232,-50,2071,54,-767
10961,0,-1271,-147,1722,197,-174
10963,0,257,-81,2235,163,-392
10965,0,58,-27,2132,174,-394
10967,0,103,-24,2191,77,-679
10969,0,232,-50,2071,54,-767
10971,0,-1271,-147,1722,197,-174
10973,0,257,-81,2235,163,-392
10975,0,58,-27,2132,174,-394
10977,0,103,-24,2191,77,-679
10979,0,232,-50,2071,54,-767
10981,0,-1271,-147,1722,197,-174
10983,0,257,-81,2235,163,-392
10985,0,58,-27,2132,174,-394
10987,0,103,-24,2191,77,-679
10989,0,232,-50,2071,54,-767
10991,0,-1271,-
10993,0,257,-81,2235,163,-392
10995,0,58,-27,2132,174,-394
10997,0,103,-24,2191,77,-679
10999,0,232,-50,2071,54,-767
11001,0,-1271,-147,1722,197,-174
11003,0,257,-81,2235,163,-392
11005,0,58,-27,2132,174,-394
11007,0,103,-24,2191,77,-679
11009,0,232,-50,2071,54,-767
11011,0,-1271,-147,1722,197,-174
11013,0,257,-81,2235,163,-392
11015,0,58,-27,2132,174,-394
